cle,nbmaisons,nbpers_au_foyer,type_client,catholique,protestant,autre_religion,sans_religion,marie,concubin,autre_relation,celibataire,sans_enfant,avec_enfant,niv_etude_haut,niv_etud_moy,niv_etud_bas,PCStop,PCScadre,PCSagri,PCSinter,PCSouvr_quali,PCSouvr,locataire,proprietaire,auto1,auto2,auto0,assur_sante_public,assur_sante_prive,revenu1,revenu2,revenu3,revenu4,revenu5,revenu_moyen,pouvoir_achat
3111,1,3,3,6,3,0,0,9,0,0,0,3,6,6,2,2,5,2,0,3,0,0,0,9,9,0,0,0,9,0,0,6,3,0,6,7
3112,1,2,7,0,3,3,4,5,0,4,4,3,3,0,0,9,0,0,0,3,0,6,9,0,6,0,3,9,0,2,5,3,0,0,3,2
3113,1,2,8,2,4,2,2,7,0,2,2,4,3,1,5,4,1,0,0,3,1,4,2,7,5,3,2,5,4,2,5,3,0,0,4,3
3114,1,4,9,0,4,0,5,8,0,1,1,1,8,1,4,5,1,0,0,2,0,7,8,1,5,4,1,8,1,5,4,0,0,0,2,4
3115,1,3,1,2,4,0,4,9,0,0,0,0,9,4,5,0,7,0,0,2,0,0,0,9,7,2,0,0,9,0,2,7,0,0,5,8
3116,1,3,5,1,4,2,4,7,1,1,1,3,6,1,2,7,0,0,0,2,5,3,8,1,5,1,4,7,2,2,5,2,1,0,3,2
3117,1,2,6,1,4,2,3,3,0,6,5,3,2,2,2,6,2,2,0,3,2,3,8,1,2,2,5,5,4,7,1,0,0,1,3,1
3118,1,3,3,0,3,1,5,8,0,1,1,1,7,2,3,5,2,0,0,2,3,3,9,0,7,0,2,9,0,4,5,0,0,0,3,4
3119,1,3,3,0,3,3,3,5,2,2,2,2,5,2,6,2,3,0,0,6,0,2,0,9,9,0,0,4,5,2,3,5,0,0,4,7
3120,1,2,1,1,4,1,4,7,1,2,0,9,0,0,0,9,4,0,0,2,2,1,5,5,6,2,1,5,4,5,5,0,0,0,3,6
3121,1,4,8,0,4,1,5,6,2,2,0,4,5,0,4,5,4,0,0,3,3,0,5,4,6,2,2,8,1,0,0,4,5,0,7,5
3122,2,3,1,0,6,1,2,6,0,3,1,4,4,3,2,5,1,0,1,4,2,4,3,6,7,0,2,7,2,0,4,5,0,0,4,6
3123,1,4,8,0,8,1,0,9,0,0,0,2,7,2,3,4,3,1,0,4,1,1,0,9,7,2,0,6,3,0,6,3,0,0,4,3
3124,1,2,6,1,5,1,3,5,1,4,5,3,2,2,2,6,4,1,1,3,2,2,6,3,6,0,3,5,4,3,4,3,1,0,3,1
3125,1,2,7,2,5,0,2,5,2,3,3,5,2,2,3,4,2,0,0,4,2,2,7,3,6,0,3,7,2,4,3,1,2,0,3,1
3126,1,3,8,1,6,2,2,7,1,2,0,3,6,0,0,9,2,0,0,3,3,2,3,6,7,1,2,7,2,0,4,0,5,0,6,3
3127,2,3,5,0,5,0,4,7,0,2,0,2,7,2,1,7,0,2,0,1,1,5,4,5,6,1,2,7,2,0,6,3,0,0,4,2
3128,1,2,6,0,7,0,2,4,0,5,4,5,1,1,3,5,2,0,0,4,1,3,8,1,2,1,7,8,1,4,4,2,0,0,3,1
3129,1,2,1,0,4,2,4,6,0,3,3,6,0,1,4,5,2,2,0,2,0,4,9,0,4,0,5,7,2,4,5,0,0,0,3,6
3130,1,2,8,1,4,2,3,3,0,6,5,3,2,2,2,6,2,2,0,3,2,3,8,1,2,2,5,5,4,7,1,0,0,1,3,3
3131,1,3,8,0,4,1,5,6,2,2,2,4,4,1,3,6,1,1,1,3,3,2,5,4,6,2,2,8,1,4,4,2,1,1,3,3
3132,1,2,8,0,5,2,2,9,0,0,0,6,3,7,0,2,3,5,0,0,0,2,0,9,9,0,0,2,7,0,2,5,2,0,6,3
3133,1,2,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3
3134,1,2,5,0,6,2,2,4,2,4,4,3,2,2,5,2,2,0,0,3,3,3,8,1,4,3,3,7,2,3,4,2,0,0,3,3
3135,1,3,2,1,4,1,4,9,0,0,0,4,5,3,6,1,2,0,0,4,2,2,0,9,7,2,0,2,7,0,1,6,3,1,6,7
3136,1,2,8,0,6,1,3,4,3,3,2,5,3,0,4,5,3,0,0,3,2,2,8,1,6,0,3,7,2,2,2,5,1,0,4,5
3137,1,2,5,0,6,1,2,1,2,6,3,4,3,2,5,3,1,0,0,5,2,2,9,0,5,1,3,5,4,4,3,3,0,0,3,3
3138,1,3,1,0,9,0,0,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,4,6,9,0,0,6,4,3,4,4,0,0,4,6
3139,1,3,8,1,5,1,4,6,1,3,1,2,7,4,2,4,2,0,0,6,1,1,1,8,8,1,0,6,3,1,2,5,3,0,6,6
3140,1,2,7,0,3,3,4,5,0,4,4,2,3,0,0,9,0,0,0,2,0,7,9,0,6,0,3,9,0,5,1,3,0,0,3,2
3141,1,2,7,0,9,0,0,5,0,4,4,2,3,0,3,6,0,0,2,0,3,5,0,9,3,2,4,7,2,5,0,4,0,0,2,1
3142,1,2,9,0,4,2,4,6,0,3,4,4,2,0,2,7,0,0,0,2,4,4,9,0,3,3,4,7,2,5,2,2,0,0,3,4
3143,1,2,8,0,0,2,7,4,3,3,3,2,4,5,4,0,3,2,0,3,2,0,9,0,7,0,2,6,3,2,5,3,0,0,4,5
3144,1,1,6,0,5,0,4,5,0,4,8,1,0,1,1,8,1,0,1,3,1,3,9,0,5,0,4,9,0,3,5,1,0,0,3,1
3145,1,2,1,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,5,4,9,0,0,9,0,5,4,0,0,0,3,6
3146,1,3,8,0,5,0,4,7,2,0,0,3,6,0,4,5,2,0,2,0,4,3,4,5,7,2,0,5,4,2,2,3,3,0,5,3
3147,1,3,9,0,6,3,0,9,0,0,0,4,5,2,4,4,2,2,0,4,2,1,9,0,7,0,2,6,3,2,5,3,0,0,3,4
3148,1,3,3,0,2,4,4,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,9,0,7,0,2,6,3,6,0,3,0,0,3,6
3149,1,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,2,3
3150,1,4,8,1,4,1,4,6,0,3,2,2,5,0,0,9,2,1,1,3,3,2,3,6,6,1,2,6,3,0,9,0,0,0,4,5
3151,1,2,9,0,3,1,5,8,0,1,4,1,5,1,1,7,2,0,0,2,3,3,9,0,7,0,2,9,0,7,2,0,0,0,2,4
3152,1,1,1,1,4,1,4,7,1,2,8,1,1,0,3,6,5,0,0,2,0,2,1,8,6,2,1,5,4,4,1,1,4,0,6,6
3153,1,2,8,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,3,3
3154,1,3,9,2,7,0,0,8,1,1,1,4,5,0,6,3,2,2,0,4,2,1,0,9,7,2,1,2,7,0,6,3,1,0,4,5
3155,1,2,8,2,5,0,3,9,0,0,0,6,3,0,5,4,2,0,0,7,0,0,3,6,7,0,2,6,3,2,4,4,0,0,4,3
3156,1,5,8,0,8,1,0,9,0,0,0,1,8,1,5,4,2,2,0,4,1,2,0,9,5,4,0,7,2,0,7,2,0,0,4,6
3157,1,3,8,1,4,1,4,7,1,2,0,6,3,0,6,3,4,0,0,2,2,1,3,6,6,2,1,5,4,0,9,0,0,0,3,6
3158,1,3,3,1,5,2,3,8,1,1,1,4,4,1,6,3,2,0,0,3,5,1,1,8,8,0,1,7,2,2,5,3,0,0,4,6
3159,1,3,10,2,7,0,0,9,0,0,1,4,4,0,5,4,3,0,0,5,0,2,1,8,7,2,0,7,2,1,5,2,0,1,4,4
3160,1,3,8,0,4,0,5,9,0,0,0,2,7,1,1,8,1,0,0,2,6,2,3,6,6,1,2,7,2,3,5,2,1,0,3,3
3161,1,3,7,2,3,2,4,5,2,3,1,3,5,1,1,8,1,0,0,7,1,1,1,8,5,2,3,6,3,1,7,1,1,1,3,3
3162,1,2,5,3,2,1,3,5,2,2,2,5,2,2,4,4,2,2,0,2,3,1,6,3,7,0,2,6,3,5,0,0,4,0,5,3
3163,1,2,6,2,7,1,1,5,0,4,3,2,4,3,2,4,4,3,0,3,1,1,6,3,3,4,3,3,6,5,2,0,0,3,5,1
3164,1,3,2,1,4,2,4,9,0,0,0,4,5,5,3,2,5,0,0,2,2,1,0,9,7,2,0,2,7,0,2,3,3,2,7,8
3165,1,3,5,0,1,0,8,3,2,4,3,2,5,0,1,8,0,0,0,1,4,5,8,1,4,0,5,8,1,8,1,0,0,0,2,2
3166,1,2,8,0,4,0,5,5,2,2,1,5,3,1,5,3,1,0,1,7,1,1,1,8,6,2,1,4,5,2,3,4,1,0,4,4
3167,1,3,9,0,3,1,5,8,0,1,1,1,7,2,3,5,2,0,0,2,3,3,9,0,7,0,2,9,0,4,5,0,0,0,3,4
3168,1,3,3,0,5,0,4,7,2,0,0,2,7,2,5,3,2,0,0,4,2,2,8,1,9,0,0,5,4,2,4,3,2,0,5,4
3169,1,4,1,1,5,1,3,6,1,2,0,2,7,8,1,1,6,0,0,2,2,1,0,9,7,2,1,5,4,0,1,4,5,1,7,8
3170,1,3,5,0,2,3,5,6,1,3,2,2,5,2,2,6,0,0,0,3,2,4,8,1,6,2,2,9,0,5,3,1,0,0,3,2
3171,1,2,8,0,8,0,1,7,0,2,0,7,2,0,4,5,0,1,0,2,6,2,1,8,7,2,0,7,2,0,6,3,0,0,4,3
3172,1,2,5,2,5,1,3,3,3,4,4,3,3,2,5,2,2,0,0,3,1,4,8,1,6,0,3,8,1,4,2,3,0,1,5,3
3173,1,1,5,0,6,1,2,1,2,6,6,2,1,4,4,2,1,0,0,6,1,3,9,0,5,1,3,5,4,4,2,3,0,0,3,3
3174,1,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3
3175,1,3,3,0,4,0,5,9,0,0,0,2,7,3,3,4,3,0,0,3,3,2,9,0,9,0,0,6,3,0,6,2,2,0,4,7
3176,1,2,8,0,5,1,4,6,1,3,2,4,3,1,3,6,2,0,1,4,3,2,4,5,4,0,5,7,2,5,2,2,1,1,3,4
3177,1,4,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6
3178,1,3,7,1,2,2,5,5,2,3,1,3,6,1,3,6,0,0,0,3,3,3,8,1,5,1,4,8,1,3,5,2,1,0,3,1
3179,1,4,3,2,4,1,3,7,1,1,1,2,6,3,4,2,3,0,0,4,2,1,2,7,9,0,0,5,4,2,3,5,0,0,4,6
3180,1,1,4,1,2,1,6,2,2,7,7,1,2,3,6,1,2,1,0,6,1,2,6,3,6,1,3,5,4,4,3,2,1,1,3,2
3181,1,1,5,0,5,0,5,0,6,3,7,2,1,0,5,4,2,0,0,4,2,2,9,0,5,3,3,9,0,5,2,3,0,0,3,3
3182,1,4,3,1,3,2,4,6,1,3,2,2,6,3,4,3,1,1,0,3,2,4,8,1,7,1,2,8,1,2,6,2,0,0,3,4
3183,1,4,10,1,5,1,3,6,1,3,0,3,6,0,2,7,4,0,2,2,0,3,2,7,6,1,2,6,3,0,0,9,0,0,5,4
3184,1,2,5,0,3,2,5,2,2,6,3,3,3,3,4,3,3,0,0,0,0,6,9,0,3,0,6,8,1,7,1,1,0,0,2,2
3185,1,3,2,1,4,1,4,7,2,1,0,3,6,2,5,2,5,1,0,3,1,1,1,8,6,0,3,4,5,1,1,6,2,1,6,7
3186,1,2,1,0,9,0,0,9,0,0,0,7,2,6,3,0,6,2,0,2,0,0,0,9,9,0,0,0,9,2,3,3,2,1,5,6
3187,1,4,2,2,5,1,2,8,1,1,0,3,6,3,4,2,4,1,0,3,2,1,1,8,8,0,1,4,5,1,4,4,1,1,4,7
3188,2,3,2,0,5,2,3,7,1,2,2,3,5,3,4,3,4,0,0,4,1,0,1,8,8,0,1,6,3,0,5,4,0,0,4,7
3189,1,2,5,2,2,2,5,5,1,4,3,4,3,0,6,3,1,0,0,4,3,2,3,6,5,1,3,8,1,3,5,2,0,0,3,3
3190,1,3,2,1,2,1,5,7,1,1,1,3,5,3,5,2,3,1,0,4,2,2,3,6,7,1,2,5,4,2,3,4,2,1,5,6
3191,1,3,8,0,2,2,5,7,0,2,0,2,7,0,4,5,0,0,0,0,9,0,9,0,5,0,4,9,0,4,5,0,0,0,3,6
3192,1,2,5,0,4,2,3,5,1,3,2,4,3,0,3,6,1,0,1,2,2,5,8,1,6,1,3,6,3,4,4,1,0,0,3,2
3193,1,3,2,0,5,3,2,7,1,1,1,4,5,2,5,3,2,0,1,3,2,2,5,4,7,1,1,5,4,2,2,5,1,0,4,7
3194,1,2,4,0,0,2,7,4,2,4,4,2,3,5,4,0,2,2,0,4,1,2,7,2,5,0,4,5,4,4,2,2,2,0,4,6
3195,1,3,3,0,2,0,7,5,0,4,4,1,5,2,3,4,0,0,0,9,0,0,1,8,9,0,0,6,3,0,2,7,0,0,5,7
3196,1,3,8,1,4,2,3,7,1,1,1,4,4,1,3,6,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,4,3
3197,1,4,7,0,3,0,6,9,0,0,0,5,4,0,1,8,1,0,0,4,1,5,4,5,9,0,0,4,5,1,4,4,1,0,4,1
3198,1,2,3,0,6,1,2,7,1,1,5,1,4,5,4,0,4,0,0,5,1,0,9,0,8,1,1,4,5,0,5,4,0,0,5,4
3199,1,3,7,1,3,2,4,6,1,2,2,3,5,1,3,6,1,0,0,3,3,3,7,2,5,1,3,7,2,3,5,2,1,0,3,1
3200,1,3,8,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,3,6,5,2,3,7,2,5,4,0,0,0,2,3
3201,1,3,3,0,4,2,4,7,1,2,0,0,9,0,9,0,1,0,0,3,3,3,5,4,7,1,1,8,1,1,6,2,1,0,4,8
3202,1,2,1,0,5,2,3,5,1,4,3,4,3,2,4,4,3,1,1,3,2,2,4,5,6,1,3,6,3,4,2,3,1,0,3,6
3203,1,3,5,0,1,0,8,3,2,4,3,2,5,0,1,8,0,0,0,1,4,5,8,1,4,0,5,8,1,8,1,0,0,0,2,2
3204,1,3,2,0,5,3,2,7,1,1,1,4,5,2,5,3,2,0,1,3,2,2,5,4,7,1,1,5,4,2,2,5,1,0,4,7
3205,1,2,8,0,4,0,5,3,0,6,5,2,2,1,2,7,0,0,2,2,3,4,2,7,5,1,4,7,2,1,4,5,0,0,4,5
3206,1,3,2,1,4,1,4,7,1,2,0,5,4,0,8,1,4,0,0,2,2,1,5,4,6,2,1,5,4,0,9,0,0,0,3,8
3207,1,3,8,2,4,3,2,9,0,0,0,4,5,3,4,3,5,0,0,4,0,0,3,6,5,4,0,3,6,0,5,2,3,0,5,3
3208,1,3,9,2,6,1,2,6,2,2,0,3,6,0,6,3,0,0,3,2,0,4,4,5,5,2,3,6,3,5,4,0,0,0,3,5
3209,1,2,9,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,3,4
3210,1,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,3,6,6,2,2,6,3,2,4,3,1,1,4,3
3211,1,2,9,0,5,0,4,6,0,3,3,3,4,2,4,4,3,0,2,3,2,1,0,9,6,3,0,4,5,0,4,4,1,1,5,5
3212,1,3,10,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,4,5,6,3,1,7,2,2,5,1,2,0,4,4
3213,1,3,2,1,4,1,4,7,1,2,0,5,4,0,8,1,4,0,0,2,2,1,5,4,6,2,1,5,4,0,9,0,0,0,3,8
3214,1,3,8,0,5,1,3,6,2,1,1,4,4,1,3,6,2,0,1,3,3,2,5,4,6,1,2,6,3,2,4,3,1,1,4,5
3215,1,2,8,0,7,2,0,9,0,0,3,4,3,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,7,3
3216,1,5,2,1,5,1,3,6,1,3,0,1,8,0,1,8,8,0,1,1,0,1,1,8,6,1,2,6,3,0,0,9,0,0,5,8
3217,1,3,10,0,7,1,2,8,1,1,1,5,3,0,3,6,2,0,2,3,2,3,3,6,6,2,2,6,3,2,7,1,1,0,3,4
3218,1,4,8,0,6,2,1,6,1,2,0,1,8,1,1,8,1,0,0,2,2,5,8,1,6,1,2,8,1,4,4,2,0,1,3,3
3219,1,4,2,1,3,2,4,8,1,0,0,2,7,3,5,2,4,1,0,4,2,0,0,9,7,1,2,5,4,1,4,4,1,0,4,7
3220,1,3,3,0,5,0,4,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4
3221,1,4,3,2,3,1,5,7,0,2,1,2,7,2,5,3,2,0,0,4,1,3,9,0,4,3,2,6,3,4,3,2,1,0,3,4
3222,1,2,7,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,1
3223,1,2,5,1,3,1,5,4,2,4,4,2,3,1,3,6,1,0,1,3,3,3,7,2,6,0,3,8,1,5,4,1,0,0,2,2
3224,1,3,1,0,6,0,3,8,0,1,0,4,5,4,3,3,2,3,0,2,3,1,2,7,7,2,0,2,7,0,5,4,0,0,4,6
3225,1,2,1,3,3,1,4,8,1,0,0,7,2,4,3,3,6,0,0,1,1,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6
3226,2,3,9,0,6,1,2,7,1,1,0,4,5,1,6,3,0,0,0,1,4,5,5,4,8,1,1,4,5,0,4,5,1,0,4,4
3227,1,2,9,0,5,0,4,3,2,5,4,3,3,2,4,4,2,1,0,5,1,2,8,1,4,1,5,8,1,5,4,1,0,0,3,4
3228,1,4,8,1,4,2,3,7,1,2,0,0,9,0,0,9,0,0,0,0,5,4,9,0,6,2,2,7,2,0,4,5,0,0,4,3
3229,1,3,3,1,3,2,5,9,0,0,0,3,6,1,7,2,1,1,0,8,1,1,5,4,6,1,3,5,4,2,6,2,0,0,3,7
3230,2,2,8,0,7,1,2,5,1,4,4,1,5,0,2,7,0,0,1,2,6,1,8,1,5,1,4,8,1,5,3,2,0,0,3,3
3231,1,3,1,3,5,0,2,9,0,0,0,1,8,5,4,0,4,1,0,2,1,2,0,9,3,6,0,2,7,0,1,4,2,2,7,8
3232,2,3,8,0,4,0,5,7,0,2,2,1,6,0,2,7,0,0,0,3,6,0,4,5,5,2,3,8,1,3,4,2,0,0,3,3
3233,1,3,2,1,5,1,3,7,1,2,0,5,4,3,5,1,2,1,0,4,1,2,2,7,7,0,2,5,4,1,2,5,2,1,6,7
3234,1,3,3,4,3,1,3,5,2,2,2,3,4,1,6,2,1,0,2,4,2,2,5,4,8,1,1,5,4,2,1,6,1,0,5,8
3235,1,2,9,1,5,2,1,6,1,3,3,4,3,2,5,3,2,0,0,5,1,2,7,2,5,1,3,6,3,5,2,2,1,0,3,4
3236,1,2,3,0,7,0,2,6,0,3,4,2,4,3,3,3,4,0,2,0,4,1,1,8,3,0,6,7,2,4,3,2,2,0,4,6
3237,1,4,2,1,7,0,1,6,0,3,1,2,6,2,6,1,4,0,0,5,1,1,0,9,6,3,2,5,4,1,4,4,1,0,5,7
3238,1,3,8,0,5,0,4,4,0,5,3,2,5,1,3,6,0,0,2,2,4,3,2,7,5,1,3,7,2,3,3,3,0,0,3,3
3239,1,3,8,1,4,1,5,7,1,2,1,4,4,2,3,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,4,5
3240,1,3,9,0,6,3,0,9,0,0,1,4,4,2,3,5,2,0,1,3,1,3,2,7,4,4,2,4,5,1,4,2,2,1,5,5
3241,1,3,3,0,2,4,4,7,0,2,4,0,5,4,0,5,2,0,0,4,1,3,9,0,7,0,2,6,3,6,0,3,0,0,3,6
3242,1,3,3,0,5,0,4,7,0,2,2,4,3,0,7,2,0,0,0,7,0,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4
3243,1,2,9,3,5,1,1,4,2,4,4,4,1,2,3,5,2,2,1,2,3,1,7,2,5,0,4,7,2,6,2,2,1,0,2,5
3244,1,4,3,1,7,0,2,8,0,1,1,3,6,3,5,2,1,0,2,3,4,0,0,9,7,2,0,5,4,0,8,1,0,0,3,7
3245,1,2,8,0,7,2,0,9,0,0,3,4,3,3,4,3,1,0,0,1,4,4,2,7,7,0,2,7,2,1,3,4,3,0,7,3
3246,2,3,9,2,6,0,3,6,1,3,1,0,8,1,3,6,2,1,0,4,0,3,2,7,5,2,2,5,4,1,4,2,3,1,5,5
3247,1,4,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6
3248,2,2,6,0,5,2,3,7,0,2,2,5,3,0,1,8,0,0,0,2,4,3,9,0,8,0,1,7,2,5,4,0,0,0,2,1
3249,2,2,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,6,6,1,3,7,2,3,2,4,1,0,3,6
3250,1,4,7,0,4,0,5,8,1,0,0,3,6,0,0,9,0,0,0,2,5,2,7,2,7,0,2,7,2,2,4,4,0,0,4,3
3251,1,3,10,0,8,0,1,8,1,0,0,4,5,2,4,4,3,0,5,1,0,2,0,9,4,5,0,1,8,0,5,3,2,0,5,3
3252,1,2,9,3,5,1,1,4,2,4,4,4,1,2,3,5,2,2,1,2,3,1,7,2,5,0,4,7,2,6,2,2,1,0,2,5
3253,2,2,7,0,6,1,3,6,1,3,4,3,3,0,1,8,0,0,1,2,4,3,7,2,5,1,3,8,1,5,2,3,0,0,3,2
3254,1,4,9,0,5,1,4,7,1,2,1,1,8,0,1,8,1,0,0,2,4,4,8,1,6,1,2,9,0,2,6,2,0,0,3,5
3255,1,4,2,1,5,1,3,7,1,2,0,3,6,3,5,1,3,1,0,4,1,2,1,8,7,0,2,5,4,1,3,5,1,1,5,7
3256,1,2,1,0,5,0,4,7,0,2,2,5,2,3,4,2,5,0,0,4,0,0,6,3,6,3,0,2,7,3,4,3,0,0,4,6
3257,1,3,3,1,4,2,3,6,1,2,1,3,6,2,5,3,2,1,0,5,1,3,7,2,5,2,3,7,2,2,3,4,0,0,4,4
3258,1,3,10,0,5,0,4,7,0,2,1,5,4,2,4,3,3,0,3,2,2,1,2,7,8,1,0,5,4,2,4,4,1,0,4,4
3259,1,3,8,0,6,1,3,7,0,2,1,4,5,1,2,6,1,0,2,3,2,3,2,7,7,1,2,7,2,1,4,4,1,0,4,5
3260,1,2,9,1,5,1,3,5,1,3,2,3,4,2,3,5,2,1,1,3,1,3,4,5,6,2,2,6,3,3,4,2,1,0,4,4
3261,1,2,9,0,3,5,1,5,0,4,4,4,2,2,4,4,1,1,0,3,2,4,7,2,6,1,2,6,3,0,2,4,3,0,6,4
3262,4,2,6,1,5,0,3,5,0,4,4,4,2,3,3,3,6,0,0,2,2,0,3,6,5,0,4,2,7,3,2,4,0,0,3,1
3263,1,2,8,0,3,0,6,3,2,4,3,2,5,3,4,4,0,2,0,4,2,3,7,2,5,2,2,5,4,2,4,4,0,0,4,3
3264,1,2,1,1,4,1,4,7,1,2,0,9,0,0,0,9,4,0,0,2,2,1,5,5,6,2,1,5,4,5,5,0,0,0,3,6
3265,1,2,3,0,5,3,2,4,1,4,4,2,4,1,4,4,1,1,0,5,2,1,9,0,5,0,4,5,4,3,4,4,0,0,4,4
3266,4,2,6,1,5,0,3,5,0,4,4,4,2,3,3,3,6,0,0,2,2,0,3,6,5,0,4,2,7,3,2,4,0,0,3,1
3267,2,2,5,0,5,2,2,4,2,4,4,4,2,2,4,3,3,1,0,2,1,4,7,2,6,1,3,8,1,4,3,3,0,0,3,3
3268,1,2,5,2,6,1,1,7,1,2,3,3,4,1,5,4,2,1,0,4,1,3,4,5,7,1,1,5,4,2,6,2,1,0,3,3
3269,1,3,3,1,4,2,3,6,2,1,1,4,5,3,5,2,5,0,1,3,1,2,2,7,6,1,2,4,5,1,1,8,1,0,5,6
3270,1,3,9,0,6,0,3,5,2,2,2,2,5,0,2,7,0,0,0,2,7,0,2,7,9,0,0,7,2,0,9,0,0,0,3,4
3271,1,2,8,0,5,2,2,6,1,2,2,3,4,3,1,6,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,3,5
3272,1,3,8,0,6,1,2,6,0,3,2,3,5,1,2,6,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,4,3
3273,1,2,9,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,3,5
3274,1,3,9,2,7,1,0,7,0,2,0,2,7,4,2,4,4,0,0,0,2,4,1,8,7,2,0,5,4,2,3,2,3,0,5,5
3275,1,4,2,1,3,2,4,8,1,0,0,2,7,3,5,2,4,1,0,4,2,0,0,9,7,1,2,5,4,1,4,4,1,0,4,7
3276,1,2,7,1,4,2,3,4,3,3,3,2,5,0,3,6,1,0,0,2,3,3,9,0,5,0,4,8,1,6,3,0,0,0,2,1
3277,1,3,9,0,3,1,5,8,0,1,1,2,7,2,3,5,2,0,0,2,3,3,9,0,7,0,2,9,0,3,6,0,0,0,3,4
3278,2,3,8,0,4,2,3,7,0,2,0,2,7,0,2,7,0,0,2,4,0,3,0,9,7,0,2,9,0,3,6,0,0,0,3,3
3279,1,3,8,2,1,0,6,8,0,1,1,1,7,1,5,4,2,1,0,4,3,0,5,4,6,2,1,2,7,2,3,3,2,1,5,3
3280,1,2,3,2,4,1,3,3,2,5,5,3,2,2,5,3,1,0,0,3,2,4,8,1,5,0,4,8,1,6,2,1,0,1,3,4
3281,1,4,9,0,2,3,5,6,0,3,2,0,7,0,6,3,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,4
3282,1,3,1,1,4,2,3,7,0,2,2,4,4,1,4,5,1,0,0,6,1,3,6,3,5,2,3,7,2,3,3,3,1,0,4,3
3283,1,3,8,3,5,0,2,6,0,3,2,0,7,0,4,5,3,0,0,0,3,3,2,7,2,5,3,6,3,2,3,4,0,0,4,6
3284,1,3,7,0,4,1,4,6,1,3,1,4,5,1,3,5,3,0,1,4,1,2,2,7,4,0,5,7,2,2,2,2,4,1,6,2
3285,1,2,3,0,5,3,2,4,1,4,5,4,1,3,2,4,1,1,0,5,2,1,9,0,5,0,4,5,4,3,4,3,0,0,4,6
3286,1,1,5,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3
3287,1,3,8,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,4,5,6,3,1,7,2,2,5,1,2,0,4,3
3288,1,2,8,1,4,0,5,7,0,2,5,3,2,0,2,7,2,1,1,3,2,2,3,6,6,2,1,4,5,6,2,0,2,0,3,5
3289,2,3,3,0,5,0,4,9,0,0,0,4,5,2,5,2,2,2,0,4,0,2,7,2,7,2,0,6,3,4,5,0,0,0,3,4
3290,1,2,6,6,0,0,3,4,0,5,4,0,5,0,4,5,0,0,0,0,6,3,6,3,4,0,5,6,3,3,4,2,2,0,3,2
3291,1,2,7,1,5,1,3,6,0,3,4,3,3,1,3,5,2,1,0,3,3,2,5,4,6,0,3,6,3,3,3,2,1,0,3,1
3292,1,2,8,0,4,2,4,5,1,3,2,5,3,2,2,6,3,1,0,1,4,2,2,7,7,1,2,5,4,2,4,3,1,0,4,3
3293,1,2,5,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,2
